
GrupoA

/home/user/GrupoA /home/user
There are 31 tests
GrupoA |DEBUG GrupoA_tests/e4/2024_2/kjl00 10 "(ERRO) linha 3: "
GrupoP |DEBUG GrupoP_tests/e4/2024_2/kjl27 11 "Line 8: semantic error, Function g was already declared on line 2. "
GrupoP |DEBUG GrupoP_tests/e4/2024_2/kjl28 11 "Line 2: semantic error, Identifier a was already declared on line 2. "
GrupoP |DEBUG GrupoP_tests/e4/2024_2/kjl29 0 ""
GrupoP |DEBUG GrupoP_tests/e4/2024_2/kjl30 11 "Line 7: semantic error, Function main was already declared on line 2. "
/home/user

GrupoR

/home/user/GrupoR /home/user
There are 31 tests
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl00 10 "Semantic error (line 3): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl01 11 "Semantic error (line 4): identifier a already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl02 11 "Semantic error (line 4): identifier a already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl03 0 ""
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl04 11 "Semantic error (line 16): identifier f already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl05 11 "Semantic error (line 10): identifier a already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl06 0 ""
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl07 10 "Semantic error (line 3): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl08 11 "Semantic error (line 3): identifier b already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl09 10 "Semantic error (line 4): identifier b not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl10 10 "Semantic error (line 3): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl11 10 "Semantic error (line 4): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl12 10 "Semantic error (line 3): identifier b not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl13 10 "Semantic error (line 3): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl14 10 "Semantic error (line 3): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl15 10 "Semantic error (line 4): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl16 10 "Semantic error (line 4): identifier g not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl17 10 "Semantic error (line 3): identifier h not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl18 11 "Semantic error (line 11): identifier a already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl19 0 ""
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl20 10 "Semantic error (line 6): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl21 10 "Semantic error (line 6): identifier a not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl22 10 "Semantic error (line 7): identifier g not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl23 10 "Semantic error (line 6): identifier v not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl24 11 "Semantic error (line 7): identifier f already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl25 10 "Semantic error (line 10): identifier g not declared. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl26 0 ""
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl27 11 "Semantic error (line 8): identifier g already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl28 11 "Semantic error (line 2): identifier a already declared in the current scope. "
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl29 0 ""
GrupoR |DEBUG GrupoR_tests/e4/2024_2/kjl30 11 "Semantic error (line 7): identifier main already declared in the current scope. "
/home/user

GrupoS

/home/user/GrupoS /home/user
There are 31 tests
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl00 10 "Erro na linha 3, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl01 11 "Erro na linha 4, identificador a já foi declarado na linha 4"
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl02 11 "Erro na linha 4, identificador a já foi declarado na linha 4"
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl03 0 ""
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl04 11 "Erro na linha 16, identificador f já declarado na linha 2 "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl05 11 "Erro na linha 10, identificador a já foi declarado na linha 10"
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl06 0 "  0x5636a7bd83f0 [label= g ]; "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl07 10 "Erro na linha 3, operador a não declarado "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl08 11 "Erro na linha 3, identificador b já foi declarado na linha 3"
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl09 10 "Erro na linha 4, operador b não declarado "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl10 10 "Erro na linha 3, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl11 10 "Erro na linha 4, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl12 10 "Erro na linha 3, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl13 10 "Erro na linha 3, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl14 10 "Erro na linha 3, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl15 10 "Erro na linha 4, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl16 10 "Erro na linha 4, função g não existe "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl17 10 "Erro na linha 3, função h não existe "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl18 11 "Erro na linha 11, identificador a já foi declarado na linha 11"
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl19 0 "  0x55eb922f03f0 [label= f ]; "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl20 10 "Erro na linha 6, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl21 10 "Erro na linha 6, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl22 10 "Erro na linha 7, função g não existe "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl23 10 "Erro na linha 6, atribuição feita para variável não declarada "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl24 11 "Erro na linha 7, identificador f já declarado na linha 2 "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl25 10 "Erro na linha 10, função g não existe "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl26 0 "  0x558d98c59490 [label= g ]; "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl27 11 "Erro na linha 8, identificador g já declarado na linha 2 "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl28 11 "Erro na linha 2, parâmetro a já declarado"
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl29 0 "  0x55e2409203f0 [label= f ]; "
GrupoS |DEBUG GrupoS_tests/e4/2024_2/kjl30 11 "Erro na linha 7, identificador main já declarado na linha 2 "
/home/user

GrupoT

/home/user/GrupoT /home/user
There are 31 tests
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl00 10 "Erro semântico na linha 3: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl01 11 "Erro semântico na linha 4: identificador a já declarado anteriormente na linha 3 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl02 11 "Erro semântico na linha 4: identificador a já declarado anteriormente na linha 3 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl03 0 " "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl04 11 "Erro semântico na linha 16: identificador f já declarado anteriormente na linha 2 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl05 11 "Erro semântico na linha 10: identificador a já declarado anteriormente na linha 3 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl06 0 "0x557f64db5460, 0x557f64db5630 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl07 10 "Erro semântico na linha 3: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl08 11 "Erro semântico na linha 3: identificador b já declarado anteriormente na linha 2 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl09 10 "Erro semântico na linha 4: identificador b não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl10 10 "Erro semântico na linha 3: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl11 10 "Erro semântico na linha 4: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl12 10 "Erro semântico na linha 3: identificador b não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl13 10 "Erro semântico na linha 3: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl14 10 "Erro semântico na linha 3: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl15 10 "Erro semântico na linha 4: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl16 10 "Erro semântico na linha 4: identificador g não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl17 10 "Erro semântico na linha 3: identificador h não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl18 11 "Erro semântico na linha 11: identificador a já declarado anteriormente na linha 5 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl19 0 "0x5568a8721460, 0x5568a8721b50 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl20 10 "Erro semântico na linha 6: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl21 10 "Erro semântico na linha 6: identificador a não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl22 10 "Erro semântico na linha 7: identificador g não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl23 10 "Erro semântico na linha 6: identificador v não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl24 11 "Erro semântico na linha 7: identificador f já declarado anteriormente na linha 2 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl25 10 "Erro semântico na linha 10: identificador g não declarado "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl26 0 "0x55e60c7465c0, 0x55e60c746790 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl27 11 "Erro semântico na linha 8: identificador g já declarado anteriormente na linha 2 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl28 11 "Erro semântico na linha 2: identificador a já declarado anteriormente na linha 2 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl29 0 "0x55556c4d6460, 0x55556c4d68b0 "
GrupoT |DEBUG GrupoT_tests/e4/2024_2/kjl30 11 "Erro semântico na linha 7: identificador main já declarado anteriormente na linha 2 "
/home/user
